Pd He RT merge,Pd foil 0001.dat,Pd H2 RT merge
0.008321229514782508,0.005155407950220106,0.00977628861966276
0.008150661188470916,0.005152453396226094,0.009590256919908237
0.007846465672444937,0.0052008902926898295,0.009238606920352242
0.007419087196456844,0.005297044676963885,0.00873415640054345
0.006986268084441498,0.005706704672572529,0.008078928981102783
0.006717914134992787,0.006302621457429554,0.00749423611207986
0.0066563971981552375,0.007123423665704487,0.007002587550305274
0.0071036524279440615,0.008155597061743,0.007010337448021117
0.0077282753651218075,0.00919835004896496,0.007305257771507271
0.008563481572778173,0.010213213225922826,0.008003387256368538
0.009349137607105833,0.01095080747668268,0.008976568756186066
0.010011113931503054,0.011458258811127768,0.009986604047882016
0.010407856195512153,0.011559151890522196,0.010952384895316244
0.01037221290705086,0.011073695193118542,0.011657632232715947
0.0100613328055124,0.010208330486952433,0.012157308001696676
0.009278126270613156,0.008677743370106225,0.012242570590822755
0.008208866465014737,0.006598138683420317,0.011897070009411212
0.0070533016145620155,0.004336455379010256,0.011270374826483848
0.006155770832639148,0.0024823112817104684,0.010165883741979726
0.0062294867642433156,0.0036578664059660902,0.008916342844402285
0.007012646713471126,0.006733932235110535,0.007640539496531593
0.009023201280148078,0.010422874956557231,0.007006411952982067
0.01118125159763321,0.013973615232927557,0.007325899770718602
0.013445197863256526,0.017383494676152435,0.008448146975412572
0.015268030012735887,0.02000500503347357,0.010704405028449854
0.016654934065863745,0.022012418050446732,0.013010774302619835
0.017581676964717966,0.023372159650140313,0.015395924982967102
0.017385211580453343,0.023201219883006555,0.017304481076649232
0.016579633897306278,0.022190996643827853,0.018803605860596696
0.01499111393509445,0.020100468758253498,0.019751766948088615
0.012348614122762586,0.01645847251943935,0.019638122246305522
0.009385717355823274,0.012142400590710261,0.018921463900220602
0.006119855744812859,0.006976354771642005,0.017315211468982773
0.006005497912849851,0.0062529703097231985,0.014736860702746928
0.007683420028558087,0.008324546007003863,0.011824592125945969
0.012216458081357805,0.015164606810145772,0.008597158053752182
0.016859039054639827,0.021994038872626534,0.007701076424220732
0.02136491432738096,0.028589927324832988,0.008520601092082887
0.025135334349355738,0.034234794365430476,0.012846657411263875
0.02784013660503368,0.03849459541848266,0.017624946333699987
0.029758298789663948,0.04173263062976709,0.022588837248344713
0.02983042160128724,0.042535179773172394,0.026937485574765066
0.028501803106103885,0.04147041063572971,0.03039956774370306
0.026085490908590938,0.0389547007744326,0.03312235866192751
0.02138705424827819,0.03345097080738605,0.03384699084634344
0.015652279849289748,0.026853429171405443,0.033281057554615925
0.008939805028153855,0.019223965131601913,0.03149758063425746
0.006422955738585553,0.015277221047859784,0.027147754798869543
0.008914246997567286,0.0167868436808268,0.021766918035209634
0.017605761021342203,0.025060020125036074,0.015096807145076984
0.02617717243533032,0.03614093793136071,0.009578009332879674
0.03415888296105561,0.04703602525394028,0.009066267341283178
