Pd He RT merge,Pd foil 0001.dat,Pd H2 RT merge
0.0011986739099195533,0.001467840290545374,0.004540301072450111
0.001432772133995468,0.0017101811441598276,0.004508406891272907
0.001821937353379778,0.0021652933128904917,0.004441658817087832
0.0023538687992002896,0.002816692959091381,0.004342718036327908
0.002999183617579737,0.0037146490869405238,0.004169221492828151
0.003635628449297627,0.004630896626473503,0.003958565453215542
0.004257652722597159,0.005562950178591759,0.003703386179856876
0.004723660540803942,0.006290259469369573,0.0033906538794306407
0.005067489069307709,0.0068346057343310375,0.003069186651720151
0.005225687223482449,0.007095748786819942,0.0027456476745641224
0.005090385644298034,0.006863008085811471,0.0025480305515230514
0.004824398351685566,0.006374162604590093,0.002482267709568597
0.00439160757601343,0.005521652576343427,0.0026631417216630006
0.004128363490330156,0.004762584350716262,0.0031256330391321724
0.0041210339663137795,0.004403822800206944,0.003723168212070911
0.0047952218357119915,0.005289486316110336,0.004481901424779519
0.0059806392402757085,0.007113380338169232,0.0052819935621411405
0.007428214819884794,0.009403309556439027,0.006099235021584532
0.009025941046737932,0.011901058137765532,0.006879140325320406
0.010462983452127402,0.014139874308497629,0.007571212443421774
0.011751275062722201,0.01614260331153131,0.008189556757676684
0.012506837419721615,0.01732440782410351,0.008595076373043409
0.012826594268675925,0.01782785571862583,0.008834012141781287
0.012772242326558568,0.017747956709428764,0.008929237514587704
0.011856702304629572,0.01626308142889881,0.008680564823720493
0.010626923146722676,0.014160308443198806,0.008281437705821279
0.009042032112784173,0.011362579132533362,0.007714277852143896
0.007742877885767717,0.008390204749676812,0.007028182715390078
0.007415689148424154,0.007244603086271653,0.0064908266926940045
0.008471447342305562,0.008761308137079012,0.00617952636825971
0.011355327138709053,0.01357377034877583,0.0067561036000989665
0.014695205126688935,0.019050638910922627,0.007788262840780312
0.01838231626244946,0.024845457962943313,0.009462390309420594
0.021765080178649764,0.030077120569308696,0.011485659595787127
0.024798624760988066,0.03474594497752678,0.013581315779675909
0.027125633407034794,0.03832209479236999,0.015677443867881374
0.028408236269180227,0.040315172490034475,0.017513477552532544
0.028964639552446124,0.04120455127986345,0.01912886098632708
0.028125660227626043,0.03996663117008675,0.02023187365204359
0.026098399451033795,0.03686300543581091,0.020773615154014338
0.02325227653967768,0.032437245059134284,0.020912100452911905
0.019047523460285667,0.025610391890962217,0.020207030340876595
0.014785764814825948,0.017737271602002634,0.01897061013452448
0.010766896361660014,0.00965643643198553,0.017344677396415955
0.011850663192862597,0.011016283441641338,0.015230180801066045
0.015792282473608855,0.01760516641333185,0.013472501924227501
0.02243005325215206,0.02912721979531597,0.012051451562398027
0.030038879917440572,0.04094938447451735,0.013170626286190739
0.03731384112207476,0.05210128473151369,0.01544322253376626
0.04422867059449865,0.06253203276692407,0.01912395219035131
0.04956040707097843,0.07048321206288048,0.023660588415140658
0.05377369640538636,0.07672035553805986,0.02822140079379707
0.05636910100166296,0.08048824330344838,0.03265441350048444
0.056346768182674395,0.08023941171848879,0.03634735685874188
0.05478383534141384,0.07758073062271074,0.0394470319034893
0.05084981733380305,0.07117650812815615,0.04151809688459736
0.044634454925034706,0.060755478551682576,0.042179238341669915
